agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix
boston-harbor-islands-ferries,Boston Harbor Islands Ferries,F,38.7,2026-07-04,stale,-2826,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
regional-transit-service-seneca-rts-seneca,Regional Transit Service Seneca (RTS Seneca),F,38.8,2026-07-04,stale,-5847,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
citilink,Citilink,F,38.9,2026-07-04,stale,-2742,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
manatee-county-area-transit,Manatee County Area Transit,F,39.0,2026-07-04,stale,-2035,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
128-business-council,128 Business Council,F,39.1,2026-07-04,stale,-2741,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
128-business-council-440,128 Business Council,F,39.1,2026-07-04,stale,-2741,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
baldwin-park-transit,Baldwin Park Transit,F,39.1,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
baldwin-park-transit-219,Baldwin Park Transit,F,39.1,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
sacramento-regional-transit-sacrt-2137,Sacramento Regional Transit (SacRT),F,39.1,2026-07-04,stale,-455,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
antelope-valley-transit-authority-avta,Antelope Valley Transit Authority (AVTA),F,39.2,2026-07-04,stale,-1798,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
elk-grove-transit,Elk Grove Transit,F,39.2,2026-07-04,stale,-545,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
lane-transit-district-ltd,Lane Transit District (LTD),F,39.2,2026-07-04,lapsed,-154,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
votran,Votran,F,39.2,2026-07-04,stale,-1631,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
omaha-metro,Omaha Metro,F,39.3,2026-07-04,stale,-2219,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
dc-circulator,Service Discontinued,F,39.4,2026-07-04,stale,-1554,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
moover,MOOver,F,39.5,2026-07-04,stale,-1683,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
moover-434,MOOver,F,39.5,2026-07-04,stale,-1683,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
the-current,The Current,F,39.5,2026-07-04,stale,-1683,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
the-current-428,The Current,F,39.5,2026-07-04,stale,-1683,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
milwaukee-county-transit-system-mcts,Milwaukee County Transit System (MCTS),F,39.6,2026-07-04,stale,-854,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
santa-rosa-citybus-1986,Santa Rosa CityBus,F,39.6,2026-07-04,stale,-853,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
rock-region-metro,Rock Region Metro,F,39.7,2026-07-04,stale,-3838,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
atlantic-regional-commission,Atlantic Station Shuttle (FREE RIDE),F,39.8,2026-07-04,stale,-4568,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
buc-shuttle,Buc Shuttle,F,39.8,2026-07-04,stale,-4568,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
emory-university-cliff-shuttles,Emory University Cliff Shuttles,F,39.8,2026-07-04,stale,-4568,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
washington-state-ferries-1331,Washington State Ferries,F,39.8,2026-07-04,expiring_soon,22,yes,Service data expires in 22 day(s),Re-export with a validity window that reaches at least 60 days out.
transfort-city-of-fort-collins-transfort,Transfort – City of Fort Collins (Transfort),F,39.9,2026-07-04,stale,-784,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
washington-metropolitan-area-transit-authority-wmata,Bus,F,39.9,2026-07-04,stale,-560,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cecil-transit-3178,Cecil Transit,F,40.0,2026-07-04,lapsed,-198,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
corpus-christi-regional-transportation-authority,Corpus Christi Regional Transportation Authority,F,40.0,2026-07-04,stale,-410,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
long-beach-transit-lbt,Long Beach Transit (LBT),F,40.0,2026-07-04,current,49,yes,Service data expires in 49 day(s),Review the rule documentation for 'trip_distance_exceeds_shape_distance' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
newburgh-beacon-shuttle-leprechaun-lines,Newburgh Beacon Shuttle (Leprechaun Lines),F,40.1,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
memphis-area-transit-authority-2352,Memphis Area Transit Authority,F,40.3,2026-07-04,stale,-481,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
st-lawrence-county-public-transit,St Lawrence County Public Transit,F,40.4,2026-07-04,lapsed,-65,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
virginia-breeze,Virginia Breeze,F,40.4,2026-07-04,stale,-1464,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
potomac-and-rappahannock-transportation-commission-prtc-omniride,Potomac and Rappahannock Transportation Commission (PRTC) Omniride,F,40.5,2026-07-04,expiring_soon,21,yes,Service data expires in 21 day(s),Re-export with a validity window that reaches at least 60 days out.
massachusetts-ferry-service,Massachusetts Ferry Service,F,40.6,2026-07-04,stale,-5664,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
otsego-express-public-transportation,Otsego Express Public Transportation,F,40.6,2026-07-04,lapsed,-34,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
corning-erwin-area-transit-system-ceats,Corning Erwin Area Transit System (CEATS),F,40.9,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
gainesville-regional-transit-system,Gainesville Regional Transit System,F,40.9,2026-07-04,stale,-1413,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
